Neighborhood;Income
Conciliacion;32271
Conciliacion;0
Prado y Nueva Savona;9600
Prado y Nueva Savona;1000
Prado y Nueva Savona;28193
Prado y Nueva Savona;0
Villa Munoz y Retiro;26000
Villa Munoz y Retiro;0
Villa Munoz y Retiro;0
Buceo;12000
Castro y P. Castellanos;49114
Castro y P. Castellanos;42288
Castro y P. Castellanos;26000
Castro y P. Castellanos;0
Colon Centro y Noroeste;14000
Buceo;4571
Buceo;24000
Ciudad Vieja;45288
Piedras Blancas;41200
Cerro;88756
Cerro;7083 y333333
Cerro;0
Cerro;0
Malvin;42000
Casavalle;4940
Casavalle;0
Casavalle;0
Casavalle;19214
Reducto;94083 y33333
Pque. Batlle y V. Dolores;44388
Pque. Batlle y V. Dolores;13000
Prado y Nueva Savona;49000
Prado y Nueva Savona;66233
Punta Carretas;34000
Punta Carretas;198193
Carrasco;374454 y6667
Carrasco;0
Carrasco;38288
La Paloma y Tomkinson;12900
La Paloma y Tomkinson;11468
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
Prado y Nueva Savona;53788
Mercado Modelo y Bolivar;68333 y33333
Piedras Blancas;44701
Las Canteras;0
Las Canteras;46617
Las Canteras;0
Prado y Nueva Savona;61214
Prado y Nueva Savona;40000
Colon Centro y Noroeste;18471
Colon Centro y Noroeste;2271
Pocitos;32118
Pocitos;62000
Pocitos;141130 y6667
Castro y P. Castellanos;19500
La Teja;18000
Larranaga;18000
Larranaga;0
Larranaga;18000
Larranaga;0
Flor de Maronas;63133
Flor de Maronas;50197
Flor de Maronas;0
Flor de Maronas;0
Flor de Maronas;0
Pocitos;66780 y33333
Pocitos;0
Centro;182500
Las Acacias;25000
Las Acacias;16300
Maronas y Parque Guarani;44118
Maronas y Parque Guarani;14700
Maronas y Parque Guarani;0
Malvin Norte;53000
Malvin Norte;0
Pocitos;82318
Pocitos;0
Cordon;30000
Colon Centro y Noroeste;35000
Malvin Norte;68271
Piedras Blancas;20000
Penarol y Lavalleja;26671
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Penarol y Lavalleja;32180
Penarol y Lavalleja;22180
Penarol y Lavalleja;0
Penarol y Lavalleja;36180
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Malvin Norte;80000
Malvin;52197
Malvin;42197
Malvin;0
Cerro;80000
Cerro;0
Cerro;42180
Reducto;68500
Piedras Blancas;22288
Piedras Blancas;10000
Piedras Blancas;46288
Piedras Blancas;0
Larranaga;30000
Union;30180
Union;21180
Union;0
Pocitos;109916 y6667
Pocitos;126000
Paso de las Duranas;62800
Paso de las Duranas;0
Paso de las Duranas;10000
Pocitos;77293
Belvedere;0
Belvedere;2288
Las Canteras;17000
Sayago;31271
Larranaga;93443
Larranaga;0
Pocitos;17719
Pocitos;27785
Malvin Norte;82750
Maronas y Parque Guarani;32119
Maronas y Parque Guarani;24197
Maronas y Parque Guarani;0
Jacinto Vera;35262
Jacinto Vera;40262
Jacinto Vera;0
Brazo Oriental;0
Brazo Oriental;0
Malvin;1500
Malvin;1000
Malvin;76000
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;33000
Pque. Batlle y V. Dolores;0
Cerrito;23193
Cerrito;460
Cerrito;0
Cerrito;0
La Paloma y Tomkinson;35271
Conciliacion;15000
Punta Carretas;38000
Larranaga;0
Ciudad Vieja;34393
Piedras Blancas;16000
Piedras Blancas;15600
Piedras Blancas;0
Piedras Blancas;0
Piedras Blancas;0
Penarol y Lavalleja;35524
Larranaga;62288
Larranaga;17500
Larranaga;25076
Casabo y Pajas Blancas;25193
Casabo y Pajas Blancas;25693
Casabo y Pajas Blancas;23000
Pocitos;111288
Pocitos;0
Aguada;101220
Aguada;0
Villa Espanola;42004
Aguada;34680
Aguada;3000
Nuevo Paris;19000
Tres Ombues y Victoria;12000
Tres Ombues y Victoria;23000
Paso de las Duranas;70000
Paso de las Duranas;49542
Paso de las Duranas;0
Cordon;102220
Buceo;123226
Buceo;44618
Buceo;0
Buceo;0
Maronas y Parque Guarani;7500
Maronas y Parque Guarani;23268
Buceo;2262
Cordon;34000
Cordon;0
Pocitos;135522 y3333
Pocitos;0
Villa Espanola;13600
Villa Espanola;14000
Jacinto Vera;12652
Jacinto Vera;13193
Jacinto Vera;0
Jacinto Vera;0
Sayago;169725 y6667
Sayago;0
Aguada;40771
Parque Rodo;55621 y33333
Parque Rodo;0
Aguada;43856
Aguada;0
Tres Cruces;90000
Punta Gorda;70000
Manga y Toledo Chico;17000
Manga y Toledo Chico;0
Pocitos;107013 y3333
Union;25730 y5
Pque. Batlle y V. Dolores;26000
Pque. Batlle y V. Dolores;41118
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;0
Parque Rodo;112000
Parque Rodo;25271
Parque Rodo;0
Parque Rodo;0
Nuevo Paris;27000
Nuevo Paris;13487
Nuevo Paris;11271
Punta Carretas;51038
Atahualpa;76923 y33333
Villa Munoz y Retiro;52000
Villa Munoz y Retiro;0
Mercado Modelo y Bolivar;26000
Mercado Modelo y Bolivar;20000
Palermo;80053 y33333
Punta Gorda;32271
Punta Gorda;102271
Punta Gorda;7271
Punta Gorda;7271
Punta Gorda;82937 y66667
Punta Gorda;42271
Villa Garcia y Manga Rur.;37271
La Figurita;30262
La Figurita;12000
La Figurita;0
Parque Rodo;71470
Parque Rodo;72220
Parque Rodo;0
Parque Rodo;0
Parque Rodo;0
Casavalle;61262
Casavalle;37262
Casavalle;0
Casavalle;0
Cerro;27000
Punta Carretas;52288
Punta Carretas;50000
Punta Carretas;0
Pta. Rieles y Bella Italia;27262
Pta. Rieles y Bella Italia;14000
Pta. Rieles y Bella Italia;0
Punta Carretas;251284 y6667
Punta Carretas;70000
Centro;32118
Centro;0
Mercado Modelo y Bolivar;62288
Mercado Modelo y Bolivar;25000
Mercado Modelo y Bolivar;0
Mercado Modelo y Bolivar;0
Villa Espanola;15000
Villa Espanola;2100
Villa Espanola;0
Malvin Norte;30000
Malvin Norte;15000
Malvin Norte;0
Malvin Norte;1000
Reducto;37905
Malvin;50553 y33333
Malvin;23000
Malvin;0
Maronas y Parque Guarani;24271
Maronas y Parque Guarani;12000
Maronas y Parque Guarani;0
Maronas y Parque Guarani;0
Manga y Toledo Chico;30000
Manga y Toledo Chico;5000
Manga y Toledo Chico;0
Aguada;35680
Aguada;50000
Malvin Norte;46288
Pocitos;40193
Pocitos;59733
Pocitos;0
Pocitos;0
Sayago;20271
Villa Espanola;71113 y66667
Villa Espanola;35197
Las Canteras;21000
Paso de las Duranas;45662
Paso de las Duranas;0
Paso de las Duranas;0
Pocitos;67193
Carrasco;117271
Carrasco;0
Cerrito;79193
Cerrito;53331
Cerrito;0
Cerrito;0
Pocitos;55000
Pocitos;0
Larranaga;48262
Larranaga;3508
Larranaga;0
Cerro;26288
Cerro;1400
Cerro;0
Sayago;87562
Sayago;43262
Sayago;4081
Sayago;0
Sayago;0
Sayago;0
Penarol y Lavalleja;12000
Penarol y Lavalleja;11200
Punta Gorda;72189
Pocitos;49197
Pocitos;47197
Pocitos;37197
Las Canteras;27400
Las Canteras;1500
Las Canteras;0
Las Canteras;0
Penarol y Lavalleja;12000
Penarol y Lavalleja;51562
Penarol y Lavalleja;0
Buceo;22262
Buceo;66262
Tres Cruces;13000
Tres Cruces;40271
Mercado Modelo y Bolivar;11700
Mercado Modelo y Bolivar;38200
Cerrito;33220
Tres Ombues y Victoria;0
Tres Ombues y Victoria;27000
Pocitos;76000
Jacinto Vera;16600
Malvin;81220
Malvin;91500
Malvin;0
Malvin;0
Malvin;0
Las Acacias;43197
Las Acacias;48197
Centro;36189
Belvedere;23000
Belvedere;2100
Belvedere;0
Belvedere;0
Pocitos;217174 y6667
Pocitos;47214
Pocitos;0
Pocitos;0
Union;29189
Pocitos;34000
Pocitos;0
Centro;0
Centro;110371 y3333
Centro;0
Centro;80000
Sayago;12000
Brazo Oriental;27193
Brazo Oriental;48193
Brazo Oriental;0
Brazo Oriental;0
Nuevo Paris;15000
Penarol y Lavalleja;112180
Penarol y Lavalleja;8000
Penarol y Lavalleja;18887
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Cerrito;27618
Cerrito;12500
Cerrito;15618
Cerrito;0
Pocitos;60788
Pocitos;84288
Pocitos;0
Pocitos;0
Mercado Modelo y Bolivar;219937 y6667
Mercado Modelo y Bolivar;0
Piedras Blancas;25000
Piedras Blancas;500
Piedras Blancas;0
Punta Carretas;63000
Union;32000
Union;26220
Union;19000
Villa Espanola;14000
Villa Espanola;32180
Malvin;72220
La Blanqueada;0
Sayago;39000
Sayago;15000
Sayago;0
Sayago;0
Manga;65189
Manga;0
Manga;0
Manga;0
Buceo;92262
Buceo;0
Pque. Batlle y V. Dolores;18000
Brazo Oriental;35000
Brazo Oriental;0
Parque Rodo;50000
Parque Rodo;37500
Carrasco;76930 y33333
Carrasco;54197
Carrasco;0
Carrasco;0
Jardines del Hipodromo;0
Jardines del Hipodromo;47271
Cerrito;3000
Cerrito;22920
Cerrito;23780
Paso de las Duranas;72189
Paso de las Duranas;13189
Paso de las Duranas;0
Maronas y Parque Guarani;0
Maronas y Parque Guarani;30000
Maronas y Parque Guarani;29288
Maronas y Parque Guarani;0
Maronas y Parque Guarani;28788
Sayago;35618
Sayago;27118
Sayago;0
Manga y Toledo Chico;17197
Manga y Toledo Chico;11797
Manga y Toledo Chico;0
Manga y Toledo Chico;4000
Manga y Toledo Chico;0
Tres Ombues y Victoria;22214
Tres Ombues y Victoria;0
Carrasco;0
Carrasco;32197
Punta Carretas;142666 y6667
Punta Carretas;124166 y6667
Atahualpa;35689
Pocitos;67312
Pocitos;31262
Pocitos;0
Belvedere;110000
Belvedere;0
Pocitos;74800
Penarol y Lavalleja;48193
Pta. Rieles y Bella Italia;20000
Pta. Rieles y Bella Italia;20697
Pta. Rieles y Bella Italia;14697
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;0
Belvedere;20271
Belvedere;18271
Belvedere;30906
Punta Carretas;8000
Punta Carretas;52271
Punta Carretas;52271
Carrasco Norte;27000
Carrasco Norte;0
Carrasco Norte;0
Cordon;68180
Paso de la Arena;23000
Union;8200
Union;23300
Union;26118
Union;0
Union;12700
Union;20000
La Paloma y Tomkinson;80000
La Paloma y Tomkinson;0
Belvedere;67000
Belvedere;14000
Buceo;0
La Paloma y Tomkinson;31214
La Paloma y Tomkinson;0
Casavalle;26900
Casavalle;0
La Blanqueada;67271
Villa Garcia y Manga Rur.;38000
Villa Garcia y Manga Rur.;13000
Villa Garcia y Manga Rur.;11000
Pque. Batlle y V. Dolores;52822
Pque. Batlle y V. Dolores;105214
Pque. Batlle y V. Dolores;0
Carrasco Norte;50000
Buceo;74729
Buceo;28189
Buceo;0
Buceo;0
Malvin Norte;23280
Malvin Norte;0
Centro;58000
Centro;104271
Centro;37271
Sayago;24288
Aguada;8000
Aguada;17189
Malvin;19271
Malvin;13000
Malvin;29871
Malvin;38831
Cordon;57214
Cordon;0
Cordon;30239
Pocitos;51197
Cerrito;26724
Cerrito;19568
Cerrito;0
Cerrito;0
Villa Garcia y Manga Rur.;30571
Flor de Maronas;32420
Flor de Maronas;29720
Malvin;24262
Malvin;44262
Malvin;0
La Blanqueada;62220
La Blanqueada;30000
La Blanqueada;13000
Pocitos;175833 y3333
Pocitos;123991 y6667
Buceo;15788
Buceo;0
Pocitos;118000
Conciliacion;24180
Conciliacion;20068
Conciliacion;0
Nuevo Paris;47288
Jardines del Hipodromo;28914
Casabo y Pajas Blancas;11000
Casabo y Pajas Blancas;12000
Casabo y Pajas Blancas;17193
Palermo;31600
Palermo;37000
Parque Rodo;42288
Parque Rodo;52288
Parque Rodo;0
Parque Rodo;0
Parque Rodo;0
Parque Rodo;0
Villa Garcia y Manga Rur.;21542
Villa Garcia y Manga Rur.;30262
Cordon;18000
Aguada;49180
Carrasco;40000
Carrasco;62271
Carrasco;2000
Carrasco;0
Las Acacias;6000
Las Acacias;31700
Belvedere;108189
Belvedere;30189
Belvedere;0
Belvedere;0
Belvedere;0
Penarol y Lavalleja;8000
Palermo;42271
Palermo;41271
Malvin;48500
Malvin;16000
Pque. Batlle y V. Dolores;50000
Pque. Batlle y V. Dolores;70000
Manga y Toledo Chico;11000
Pocitos;60262
Cordon;22000
Jacinto Vera;31319
Maronas y Parque Guarani;36500
Maronas y Parque Guarani;11500
Ciudad Vieja;42000
Cordon;20000
Maronas y Parque Guarani;12500
Buceo;12000
Prado y Nueva Savona;30000
Prado y Nueva Savona;40000
Prado y Nueva Savona;0
Prado y Nueva Savona;0
Paso de la Arena;0
Paso de la Arena;44980
Union;0
Punta Carretas;8000
Pocitos;66140
Pocitos;57288
Jardines del Hipodromo;10700
Capurro y Bella Vista;24262
Conciliacion;33000
Conciliacion;28000
Colon Centro y Noroeste;29000
Colon Centro y Noroeste;0
Tres Cruces;25271
Casavalle;32000
Casavalle;10200
Aguada;57271
Aguada;0
Aires Puros;4000
Aires Puros;45000
Jacinto Vera;75014
Pque. Batlle y V. Dolores;22197
Colon Sureste y Abayuba;3350
Colon Sureste y Abayuba;18214
Colon Sureste y Abayuba;0
Casavalle;22000
Casavalle;15000
Malvin;83000
Villa Espanola;25000
Villa Espanola;36118
Villa Espanola;20000
Piedras Blancas;62614
Piedras Blancas;18254
Piedras Blancas;42994
Piedras Blancas;0
Piedras Blancas;0
Malvin Norte;8000
Malvin Norte;0
Malvin;78011
Malvin;0
Malvin;0
Villa Garcia y Manga Rur.;49000
Villa Garcia y Manga Rur.;32214
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Belvedere;22197
Belvedere;11300
La Teja;34214
La Teja;27000
Casabo y Pajas Blancas;25262
Casabo y Pajas Blancas;36888
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;18914
Casabo y Pajas Blancas;6000
Villa Espanola;37000
Villa Espanola;35000
Villa Espanola;25780
Villa Espanola;32180
Villa Espanola;0
Palermo;36000
Palermo;12000
Palermo;0
Palermo;2400
Palermo;0
Palermo;0
Tres Cruces;25193
Tres Cruces;63193
Tres Cruces;0
Tres Cruces;0
Villa Espanola;32288
Villa Espanola;29928
Pocitos;0
Pocitos;80118
Pocitos;0
Villa Garcia y Manga Rur.;24500
Sayago;32271
Sayago;7000
Sayago;0
Sayago;0
Capurro y Bella Vista;33680
Sayago;14000
Mercado Modelo y Bolivar;46782
Mercado Modelo y Bolivar;29028
Pocitos;91880 y66667
Pocitos;28214
Belvedere;75214
Pocitos;120000
Pocitos;0
Las Canteras;31618
Las Canteras;32000
Cerrito;80214
Cerrito;64114
Barrio Sur;58193
Capurro y Bella Vista;42071
Capurro y Bella Vista;0
Capurro y Bella Vista;0
Pocitos;27288
Pocitos;27288
Pocitos;0
Villa Munoz y Retiro;85000
Villa Munoz y Retiro;44197
Villa Munoz y Retiro;36197
Pocitos;75271
Pocitos;37271
Pocitos;0
Pocitos;0
Pque. Batlle y V. Dolores;8000
Jacinto Vera;6635
Atahualpa;50000
Barrio Sur;27288
Barrio Sur;22288
Pque. Batlle y V. Dolores;126538 y3333
Pque. Batlle y V. Dolores;125522 y3333
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;0
La Comercial;12000
La Comercial;14288
La Comercial;20288
La Comercial;0
Pocitos;12214
Villa Espanola;24045
Villa Espanola;36197
Carrasco;109000
Carrasco;67288
Jacinto Vera;40262
Nuevo Paris;31211 y66667
Nuevo Paris;0
Nuevo Paris;0
Villa Espanola;37220
Villa Espanola;1600
Villa Espanola;0
Larranaga;62288
Larranaga;25000
Prado y Nueva Savona;80000
Prado y Nueva Savona;48000
Belvedere;51180
Belvedere;15800
Belvedere;11000
Cordon;4000
Cordon;32000
Villa Espanola;28500
Aires Puros;65178
Aires Puros;3829
Aires Puros;0
Penarol y Lavalleja;16700
Penarol y Lavalleja;2000
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Union;21122
Union;13800
Malvin Norte;38500
Malvin Norte;12000
Jacinto Vera;14000
Mercado Modelo y Bolivar;43341
Mercado Modelo y Bolivar;173463
Mercado Modelo y Bolivar;0
Mercado Modelo y Bolivar;0
Pta. Rieles y Bella Italia;12000
Pta. Rieles y Bella Italia;18000
Tres Ombues y Victoria;79220
Manga;27211
Manga;4000
Manga;0
Manga;0
Manga;0
Belvedere;42262
Belvedere;8000
Belvedere;0
Belvedere;0
Penarol y Lavalleja;1000
Penarol y Lavalleja;27197
Pocitos;87000
Barrio Sur;37000
Ciudad Vieja;14600
Union;40193
Union;10000
Union;0
Union;0
Tres Ombues y Victoria;14802
Tres Ombues y Victoria;11000
Tres Ombues y Victoria;30262
Malvin;91666 y66667
Malvin;22000
Malvin;0
Carrasco;33400
Belvedere;17000
Belvedere;10000
Colon Centro y Noroeste;37288
Cerro;11700
Cerro;10000
Cerro;1500
Cerro;0
Punta Carretas;35214
Villa Munoz y Retiro;43180
Villa Munoz y Retiro;6000
Cordon;60000
Cordon;0
Cordon;0
Cordon;1400
Casavalle;28118
Casavalle;64118
Casavalle;37318
Nuevo Paris;15000
Nuevo Paris;22600
Nuevo Paris;0
Nuevo Paris;0
Nuevo Paris;0
Malvin Norte;22000
Malvin Norte;33288
Pocitos;10714
Pocitos;1650
Pocitos;0
Las Acacias;27097
Las Acacias;3800
Las Canteras;10938
Las Canteras;31288
Las Canteras;33000
Buceo;29000
Nuevo Paris;27071
Nuevo Paris;26271
La Teja;11600
Atahualpa;83880 y66667
Atahualpa;100547 y3333
Malvin Norte;14400
Malvin Norte;42271
Carrasco;53666 y66667
Carrasco;70118
Carrasco;0
Carrasco;0
Parque Rodo;213333 y3333
La Teja;28977
La Teja;0
Prado y Nueva Savona;48856
Prado y Nueva Savona;44214
Prado y Nueva Savona;0
Prado y Nueva Savona;0
Prado y Nueva Savona;0
Cordon;52000
Cordon;36000
Mercado Modelo y Bolivar;18000
La Teja;18100
Jacinto Vera;123000
Jacinto Vera;20000
Jacinto Vera;22750
Villa Munoz y Retiro;31271
Villa Munoz y Retiro;38271
Paso de la Arena;31000
Paso de la Arena;32193
Mercado Modelo y Bolivar;54020
Mercado Modelo y Bolivar;0
Mercado Modelo y Bolivar;0
Punta Gorda;44000
La Comercial;11500
Pocitos;60997
Malvin;26200
Las Canteras;31419
Malvin;61214
Pocitos;14000
Piedras Blancas;15000
Piedras Blancas;42288
Sayago;97249
Sayago;34900
Casabo y Pajas Blancas;56697
Casabo y Pajas Blancas;11900
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Malvin Norte;57193
Malvin Norte;20193
Maronas y Parque Guarani;15000
Maronas y Parque Guarani;12000
Punta Carretas;144970
Cerro;52000
Cerro;17000
Cerro;0
Cerro;32180
Tres Ombues y Victoria;26300
Tres Ombues y Victoria;4000
Tres Ombues y Victoria;0
Tres Ombues y Victoria;0
Villa Espanola;17000
Sayago;46193
Sayago;12000
Sayago;2000
Casabo y Pajas Blancas;12400
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
La Comercial;49180
La Comercial;29720
La Comercial;9180
La Comercial;72180
La Teja;26271
La Teja;12000
La Teja;21271
La Teja;0
La Comercial;135000
La Comercial;0
Belvedere;188053 y3333
Belvedere;226386 y6667
Belvedere;77220
Carrasco;0
Carrasco;43720
Pocitos;40000
Pocitos;9000
Pocitos;9000
Malvin;48000
Prado y Nueva Savona;26000
Prado y Nueva Savona;57000
Pocitos;83013 y33333
Conciliacion;23000
Pocitos;0
Pocitos;19000
Villa Garcia y Manga Rur.;40710
Villa Garcia y Manga Rur.;0
Las Canteras;59214
Las Canteras;0
Jardines del Hipodromo;47088
Ituzaingo;38989
Ituzaingo;0
Jardines del Hipodromo;0
Jardines del Hipodromo;15500
Cordon;15000
Pocitos;20037
Malvin Norte;30125
Malvin Norte;15000
Malvin Norte;0
Malvin Norte;0
Buceo;51197
Buceo;31500
Buceo;21000
Buceo;12400
Pque. Batlle y V. Dolores;82214
Pque. Batlle y V. Dolores;19000
Pque. Batlle y V. Dolores;32214
Jardines del Hipodromo;10000
Jardines del Hipodromo;0
Jardines del Hipodromo;0
Jardines del Hipodromo;0
Jardines del Hipodromo;0
Jardines del Hipodromo;10200
Punta Carretas;0
Punta Carretas;15284
Manga;0
Manga;24271
Manga;0
Aguada;57220
Penarol y Lavalleja;48271
Penarol y Lavalleja;102271
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Pque. Batlle y V. Dolores;57288
Pque. Batlle y V. Dolores;42288
Castro y P. Castellanos;46189
Castro y P. Castellanos;30269
Jardines del Hipodromo;22500
Jardines del Hipodromo;17180
Jardines del Hipodromo;15000
Jardines del Hipodromo;0
Jardines del Hipodromo;18000
Jardines del Hipodromo;20320
Manga y Toledo Chico;15000
Penarol y Lavalleja;11400
Cordon;97500
Flor de Maronas;10271
Flor de Maronas;0
Flor de Maronas;0
Casavalle;25088
Casavalle;9000
Casavalle;0
Casavalle;0
Reducto;31271
Reducto;27271
Belvedere;35000
Belvedere;25000
Buceo;47193
Buceo;36193
Buceo;0
Malvin;11000
Pocitos;43888
Punta Gorda;113771
Punta Gorda;42737 y66667
Punta Gorda;0
Punta Gorda;0
Union;20000
Aires Puros;23800
Pocitos;27000
Las Acacias;46162
Las Acacias;17000
La Paloma y Tomkinson;0
Casavalle;35062
Casavalle;0
Capurro y Bella Vista;50000
Capurro y Bella Vista;26000
Reducto;38189
Reducto;30000
Reducto;0
Reducto;8000
Reducto;0
La Paloma y Tomkinson;19471
La Paloma y Tomkinson;15000
Penarol y Lavalleja;12000
Penarol y Lavalleja;37184
Penarol y Lavalleja;0
Union;27964
Union;30214
Union;0
Atahualpa;54354 y33333
Tres Ombues y Victoria;86000
Tres Ombues y Victoria;11000
Pocitos;80000
Pocitos;20508
Maronas y Parque Guarani;26000
Villa Espanola;12100
Villa Espanola;47288
Buceo;62197
Buceo;46197
Tres Cruces;12000
Buceo;92220
Buceo;92220
Buceo;0
Prado y Nueva Savona;62513 y33333
Maronas y Parque Guarani;38600
Punta Carretas;1500
Pocitos;60000
Pocitos;74000
Reducto;37193
Reducto;19193
Reducto;0
Colon Centro y Noroeste;60000
Colon Centro y Noroeste;0
Colon Centro y Noroeste;32118
Colon Centro y Noroeste;0
Piedras Blancas;16000
Piedras Blancas;24000
Aires Puros;26771
Aires Puros;26811
Sayago;21000
Sayago;18180
Cordon;0
Pocitos;25288
Pocitos;22540
Tres Ombues y Victoria;29839
Tres Ombues y Victoria;10350
Tres Ombues y Victoria;0
La Teja;32000
Mercado Modelo y Bolivar;23271
Mercado Modelo y Bolivar;22271
Capurro y Bella Vista;23311
Barrio Sur;6000
Barrio Sur;34588
Punta Carretas;362197
Punta Carretas;32197
Manga;21200
Palermo;23271
Palermo;52271
Palermo;0
Colon Centro y Noroeste;46220
Colon Centro y Noroeste;135220
Barrio Sur;13680
Barrio Sur;27680
Barrio Sur;0
Barrio Sur;0
Barrio Sur;0
Conciliacion;29927
Conciliacion;0
Conciliacion;0
Parque Rodo;26971
Parque Rodo;23271
Parque Rodo;66189
Parque Rodo;211722 y3333
Parque Rodo;0
Parque Rodo;0
Larranaga;0
Larranaga;93954 y66667
Larranaga;17288
Larranaga;0
Tres Ombues y Victoria;44180
Tres Ombues y Victoria;52180
Jardines del Hipodromo;44998
Jardines del Hipodromo;0
Jardines del Hipodromo;292 y4
Jardines del Hipodromo;34189
Jardines del Hipodromo;23189
Jardines del Hipodromo;0
Villa Garcia y Manga Rur.;23114
Villa Garcia y Manga Rur.;0
Jacinto Vera;20000
Jacinto Vera;29389
Las Canteras;12193
Las Canteras;600
Las Canteras;1500
Pocitos;47214
Piedras Blancas;52447
Piedras Blancas;18271
La Blanqueada;7893
La Blanqueada;0
Cordon;15000
Cordon;4000
Villa Espanola;32000
Piedras Blancas;36197
Piedras Blancas;15000
Piedras Blancas;18000
Piedras Blancas;0
Colon Sureste y Abayuba;26271
Colon Sureste y Abayuba;30271
Pocitos;76828
Pocitos;0
Pocitos;92271
Pocitos;202271
Palermo;51937 y66667
Palermo;27271
Palermo;0
Aires Puros;20895
Casavalle;19900
Casavalle;0
Casavalle;0
Casavalle;0
Aires Puros;1600
Aires Puros;33193
Aires Puros;0
Cerrito;38000
Cerrito;33068
Cerrito;0
Cerrito;0
Cerrito;0
Cerrito;15000
Cerrito;0
Nuevo Paris;38800
Carrasco Norte;30193
Carrasco Norte;21041 y66667
Carrasco Norte;0
Malvin Norte;20214
Union;92000
Union;0
Tres Ombues y Victoria;60193
Maronas y Parque Guarani;15800
Maronas y Parque Guarani;0
Pque. Batlle y V. Dolores;16271
Cerro;32262
Cerro;43262
Cerro;0
Nuevo Paris;2000
Nuevo Paris;10000
Nuevo Paris;30000
Union;60000
Union;25000
La Blanqueada;62189
Capurro y Bella Vista;41000
Jacinto Vera;39000
Jacinto Vera;0
Pocitos;152180
Pocitos;74846 y66667
Pocitos;0
Pocitos;0
La Paloma y Tomkinson;1615
La Paloma y Tomkinson;25000
La Paloma y Tomkinson;0
Cordon;44118
Manga y Toledo Chico;14300
Centro;15000
Centro;39320
Brazo Oriental;72220
Aires Puros;12000
Aires Puros;2197
Aires Puros;11197
Las Canteras;22000
Las Canteras;25000
Las Canteras;52193
Las Canteras;22193
Las Canteras;19193
La Figurita;0
La Figurita;40788
La Figurita;23288
Mercado Modelo y Bolivar;22000
Mercado Modelo y Bolivar;53214
Mercado Modelo y Bolivar;0
Cerrito;50000
Cerrito;33780
Cerrito;65220
Parque Rodo;146085 y6667
Carrasco;0
Carrasco;0
Carrasco;0
Punta Gorda;250621 y3333
Punta Gorda;67288
Punta Gorda;37288
Punta Gorda;0
Pta. Rieles y Bella Italia;28197
Pta. Rieles y Bella Italia;16000
Las Canteras;43662
Pocitos;256666 y6667
Aguada;27540
Aguada;19600
Aguada;10900
Pque. Batlle y V. Dolores;43497 y33333
Centro;50180
Centro;34180
Centro;0
Villa Garcia y Manga Rur.;40000
Buceo;111380 y6667
Casabo y Pajas Blancas;23288
Casabo y Pajas Blancas;37288
Villa Espanola;12800
Villa Espanola;5763
Penarol y Lavalleja;17000
Penarol y Lavalleja;10000
Union;40271
Union;47271
Union;0
Cordon;37088
Cordon;20288
Cordon;0
Cordon;0
La Paloma y Tomkinson;0
La Paloma y Tomkinson;12400
La Paloma y Tomkinson;16000
Paso de las Duranas;28249
Paso de las Duranas;38193
Paso de las Duranas;20000
Pocitos;202214
Pocitos;0
Pocitos;11000
Pocitos;0
Pocitos;0
Penarol y Lavalleja;12000
Penarol y Lavalleja;11000
Pocitos;62500
Pocitos;62500
Ciudad Vieja;80000
Ciudad Vieja;0
La Paloma y Tomkinson;0
La Paloma y Tomkinson;31542
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
Pocitos;110000
Pocitos;0
Pocitos;123000
Pocitos;137220
Centro;95350 y66667
Colon Sureste y Abayuba;15697
Punta Gorda;227520
Punta Gorda;25000
Punta Gorda;18000
Tres Ombues y Victoria;63288
Tres Ombues y Victoria;24348
Castro y P. Castellanos;24189
Castro y P. Castellanos;32189
Castro y P. Castellanos;21189
Castro y P. Castellanos;0
Barrio Sur;30971
Barrio Sur;0
Barrio Sur;0
Belvedere;16000
Belvedere;0
Castro y P. Castellanos;75801
Castro y P. Castellanos;33193
Castro y P. Castellanos;0
Castro y P. Castellanos;0
Cordon;107771
Cordon;46271
Aguada;41000
Punta Gorda;110666 y6667
Punta Gorda;44000
Las Canteras;19000
Las Canteras;11000
Las Canteras;8740
Las Canteras;34000
Buceo;39900
Buceo;27271
Pocitos;253954 y6667
Pocitos;0
Pocitos;0
Centro;35214
Pocitos;77500
Reducto;86262
