Neighborhood;Income
Penarol y Lavalleja;0
Centro;70000
Buceo;44180
Buceo;67576
Buceo;101666 y6667
Buceo;0
Pta. Rieles y Bella Italia;14082 y5
Pta. Rieles y Bella Italia;23214
Conciliacion;27200
Conciliacion;47214
Cordon;2508
Cordon;20028
Pque. Batlle y V. Dolores;65562
Conciliacion;6414
Conciliacion;11000
Conciliacion;4614
Conciliacion;0
Conciliacion;0
La Paloma y Tomkinson;52220
La Paloma y Tomkinson;5554
La Paloma y Tomkinson;12601
La Paloma y Tomkinson;0
Las Acacias;22000
Las Acacias;15000
Las Acacias;0
Las Acacias;0
Las Acacias;12000
La Blanqueada;221351 y3333
Cordon;44262
Cordon;0
Cordon;4300
Manga;37189
Manga;0
Jacinto Vera;128000
Malvin;102271
Malvin;45271
Malvin;0
Malvin;0
Malvin;29040
Malvin;40014
Malvin;0
Punta Gorda;132118
Punta Gorda;15000
Punta Gorda;4118
Punta Gorda;17118
Paso de las Duranas;22000
Paso de las Duranas;0
Paso de las Duranas;25220
Pocitos;70000
Pocitos;27189
Las Acacias;7000
Pque. Batlle y V. Dolores;46768
Pta. Rieles y Bella Italia;34660
Pta. Rieles y Bella Italia;14220
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;0
Villa Munoz y Retiro;47288
Villa Munoz y Retiro;30288
Villa Munoz y Retiro;0
Villa Munoz y Retiro;0
Ciudad Vieja;39000
Ciudad Vieja;27197
Casabo y Pajas Blancas;31000
Casabo y Pajas Blancas;0
Casavalle;28197
Casavalle;31197
Casavalle;23133
Casavalle;8000
Casavalle;0
Larranaga;114023 y3333
Larranaga;76220
Larranaga;20000
Brazo Oriental;14000
Brazo Oriental;14000
Jardines del Hipodromo;30000
Jardines del Hipodromo;11500
Jardines del Hipodromo;17000
Ciudad Vieja;2288
Punta Carretas;102189
Manga;13000
Penarol y Lavalleja;9214
Penarol y Lavalleja;1615
Penarol y Lavalleja;12000
Penarol y Lavalleja;27000
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Larranaga;19000
Maronas y Parque Guarani;22588
Maronas y Parque Guarani;24888
Maronas y Parque Guarani;0
Maronas y Parque Guarani;0
Maronas y Parque Guarani;0
Maronas y Parque Guarani;0
Maronas y Parque Guarani;0
La Teja;18000
Piedras Blancas;87220
Piedras Blancas;45000
La Blanqueada;40000
La Blanqueada;9800
Centro;53288
Pocitos;70200
Barrio Sur;70220
Carrasco;141697
Carrasco;54737
Carrasco;0
Carrasco;0
Carrasco;0
Cerrito;12000
Cerrito;9000
Pocitos;102288
Pocitos;84288
Capurro y Bella Vista;70000
Capurro y Bella Vista;113030 y3333
Capurro y Bella Vista;21097
Parque Rodo;15288
Punta Carretas;92193
Punta Carretas;82193
Punta Carretas;0
Punta Carretas;0
Manga y Toledo Chico;55118
Aguada;40000
Malvin;45118
Malvin;44618
Malvin;0
Aguada;130000
Aguada;36500
Pocitos;132262
Pocitos;88262
Pocitos;0
Pocitos;0
Malvin Norte;68366 y66667
Casavalle;34271
Casavalle;0
Casavalle;25081
Casavalle;0
Ciudad Vieja;52812 y66667
Ciudad Vieja;25245
Ciudad Vieja;8000
Carrasco;77193
Carrasco;27193
Pocitos;49000
Pocitos;48262
Larranaga;71271
Paso de la Arena;17471
Paso de la Arena;10000
Paso de la Arena;0
Capurro y Bella Vista;62214
Capurro y Bella Vista;0
Capurro y Bella Vista;108214
Jacinto Vera;53271
Jacinto Vera;62771
Jacinto Vera;0
Manga;29271
Manga;0
Cordon;42697
Cordon;32197
Cordon;17000
Cordon;42197
Aguada;70000
La Paloma y Tomkinson;28014
Punta Carretas;70000
Punta Carretas;42193
Penarol y Lavalleja;52000
Penarol y Lavalleja;69262
Penarol y Lavalleja;52542
Malvin;87000
Maronas y Parque Guarani;132214
Maronas y Parque Guarani;23214
Tres Ombues y Victoria;41894
Tres Ombues y Victoria;15000
Tres Ombues y Victoria;0
Belvedere;33000
Pocitos;39214
Pocitos;0
La Figurita;12000
La Figurita;21562
La Figurita;0
Malvin;135284 y6667
Malvin;0
Malvin;19518
Malvin;0
Nuevo Paris;38100
Nuevo Paris;40189
Pocitos;50833 y33333
Villa Espanola;33118
Capurro y Bella Vista;55118
Capurro y Bella Vista;28128
Capurro y Bella Vista;31000
Capurro y Bella Vista;0
Capurro y Bella Vista;0
Capurro y Bella Vista;0
Capurro y Bella Vista;30118
Maronas y Parque Guarani;23002
Cerro;59771
Cerro;9000
Cerro;0
Cerro;0
Cerro;0
Lezica y Melilla;27288
Lezica y Melilla;0
Lezica y Melilla;8000
Carrasco;0
Carrasco;116359 y6667
Carrasco;0
Centro;42345 y16667
Centro;22271
Buceo;20163
Cordon;30498
Cordon;22118
Cordon;29118
Cordon;0
Cordon;0
Cordon;0
Villa Espanola;24788
Villa Espanola;0
Villa Espanola;1000
Villa Espanola;0
Lezica y Melilla;12000
Lezica y Melilla;15900
Lezica y Melilla;55262
Lezica y Melilla;0
Lezica y Melilla;0
Cerrito;30000
Cerrito;17000
Cerrito;21189
Punta Gorda;54000
Punta Gorda;196034 y6667
Punta Gorda;0
Brazo Oriental;29271
Brazo Oriental;14000
Pque. Batlle y V. Dolores;32214
Pque. Batlle y V. Dolores;0
Manga;44193
Manga;19393
Manga;1400
Manga;0
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;62118
Pque. Batlle y V. Dolores;0
Barrio Sur;75995
Barrio Sur;91104 y33333
Barrio Sur;20571
Barrio Sur;1600
Buceo;55000
Nuevo Paris;77220
Nuevo Paris;3000
Casabo y Pajas Blancas;6935
Casabo y Pajas Blancas;0
Casavalle;11000
Casavalle;9397
Casavalle;0
Castro y P. Castellanos;43000
Casavalle;2300
Casavalle;4230 y5
Pocitos;70189
Pocitos;32000
Pocitos;31489
Pocitos;0
Capurro y Bella Vista;67500
Capurro y Bella Vista;35000
Punta Carretas;146000
Punta Carretas;0
Belvedere;50000
Belvedere;42788
Malvin;88193
Castro y P. Castellanos;42189
Castro y P. Castellanos;47189
Castro y P. Castellanos;0
Prado y Nueva Savona;115526 y3333
Prado y Nueva Savona;172754 y6667
Prado y Nueva Savona;28193
Prado y Nueva Savona;0
Maronas y Parque Guarani;51262
Maronas y Parque Guarani;2262
Maronas y Parque Guarani;0
Maronas y Parque Guarani;0
La Figurita;25237
La Figurita;42197
La Figurita;0
Buceo;89118
Buceo;0
Punta Carretas;150063 y5833
Punta Carretas;357956
Punta Carretas;0
Punta Carretas;2271
Piedras Blancas;51590
Piedras Blancas;0
Buceo;0
Buceo;52214
Buceo;14000
Carrasco Norte;0
Carrasco Norte;0
Carrasco Norte;0
Carrasco Norte;0
Lezica y Melilla;16500
Nuevo Paris;18500
Nuevo Paris;0
Nuevo Paris;0
Nuevo Paris;0
Brazo Oriental;35271
Brazo Oriental;27540
Brazo Oriental;0
La Blanqueada;47000
Prado y Nueva Savona;0
Prado y Nueva Savona;107193
Parque Rodo;22189
Parque Rodo;28189
Parque Rodo;12000
Jacinto Vera;122833 y3333
Las Acacias;11300
Centro;111751
Pocitos;54000
Villa Garcia y Manga Rur.;24193
Penarol y Lavalleja;61000
Penarol y Lavalleja;38104
Capurro y Bella Vista;52062
Lezica y Melilla;71038
Lezica y Melilla;12000
Manga y Toledo Chico;29118
Manga y Toledo Chico;0
Manga y Toledo Chico;41534 y66667
Barrio Sur;20262
Centro;29000
Centro;1312
Centro;17214
Nuevo Paris;2500
Nuevo Paris;50000
Nuevo Paris;0
Pocitos;80000
Carrasco;50000
Casavalle;19000
Casavalle;1000
Casavalle;24811
Casavalle;10000
Union;117318 y6667
Union;0
Nuevo Paris;0
Nuevo Paris;10000
Pocitos;108300 y6667
Casavalle;19000
Casavalle;1600
Casavalle;0
Parque Rodo;15600
Larranaga;138130 y6667
Larranaga;119567 y4167
Malvin;12000
Cerrito;20500
Casabo y Pajas Blancas;23000
Casabo y Pajas Blancas;0
Sayago;50530 y33333
Sayago;17000
Pocitos;131937 y6667
Pocitos;0
Pocitos;61734 y33333
Pocitos;62288
Buceo;31139
Paso de las Duranas;73971
Paso de las Duranas;45271
Paso de las Duranas;0
Paso de las Duranas;0
Penarol y Lavalleja;27189
Penarol y Lavalleja;27189
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Villa Munoz y Retiro;78189
Villa Munoz y Retiro;0
Cerrito;55197
Cerrito;11197
Cerrito;0
Tres Ombues y Victoria;70082
Tres Ombues y Victoria;12000
Tres Ombues y Victoria;40082
Pocitos;22288
Pocitos;24288
Manga;72262
Manga;27262
Manga;0
Manga;0
Manga;0
Parque Rodo;30000
Parque Rodo;0
Ituzaingo;93214
Ituzaingo;0
Reducto;32000
La Blanqueada;50121
Aguada;15000
Reducto;79193
Reducto;19074
Reducto;0
Las Canteras;29000
Las Canteras;11900
Jardines del Hipodromo;9000
Jardines del Hipodromo;40288
Jardines del Hipodromo;11034
Jardines del Hipodromo;27076
Jardines del Hipodromo;0
Jardines del Hipodromo;22000
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;52262
Pta. Rieles y Bella Italia;0
Pque. Batlle y V. Dolores;14862
Aguada;48288
Aguada;102288
Aguada;0
Buceo;42118
Buceo;24118
Buceo;41118
Villa Munoz y Retiro;10190
Larranaga;60271
Larranaga;53271
Larranaga;0
Larranaga;0
Larranaga;0
Flor de Maronas;13000
Flor de Maronas;13000
Flor de Maronas;24193
Colon Centro y Noroeste;5000
Colon Centro y Noroeste;0
Buceo;32288
Buceo;22118
Buceo;103376
Tres Cruces;25000
Tres Cruces;41245
Tres Cruces;22197
Tres Cruces;0
Tres Cruces;0
Aires Puros;11500
Pocitos;81197
Pocitos;42197
Capurro y Bella Vista;38288
Capurro y Bella Vista;44288
Punta Gorda;208333 y3333
Punta Gorda;11800
Punta Gorda;58220
Punta Gorda;12986
Union;18000
Union;18000
Reducto;14271
Reducto;20196
Reducto;25176
Castro y P. Castellanos;26214
Lezica y Melilla;25000
Lezica y Melilla;38026 y33333
Lezica y Melilla;10193
Lezica y Melilla;0
Union;31862
Pocitos;45000
Pocitos;14000
Pocitos;9680
Barrio Sur;79618
Barrio Sur;74118
Barrio Sur;0
La Paloma y Tomkinson;64700
La Paloma y Tomkinson;0
La Paloma y Tomkinson;12262
Pocitos;52000
Pocitos;12000
Paso de las Duranas;58576
Paso de las Duranas;71812
Paso de las Duranas;10000
Paso de las Duranas;0
Paso de las Duranas;0
Aires Puros;54197
Aires Puros;48092
Aires Puros;0
Cordon;27447
Cordon;12197
Cordon;0
Cordon;85000
Cordon;62613 y66667
Cordon;29197
Jardines del Hipodromo;27271
Jardines del Hipodromo;5300
Jardines del Hipodromo;5000
Jardines del Hipodromo;0
Jardines del Hipodromo;25000
Villa Garcia y Manga Rur.;7262
Villa Garcia y Manga Rur.;12000
Banados de Carrasco;12000
Banados de Carrasco;51428 y66667
Union;0
Union;122193
Union;0
Union;0
Union;0
Banados de Carrasco;4000
Banados de Carrasco;32200
Banados de Carrasco;0
Casabo y Pajas Blancas;10000
Casabo y Pajas Blancas;10000
Casabo y Pajas Blancas;17271
Villa Garcia y Manga Rur.;29214
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Flor de Maronas;41303
Flor de Maronas;7691
Union;68778
Union;44889
Union;30189
Union;0
La Paloma y Tomkinson;0
La Paloma y Tomkinson;42197
La Paloma y Tomkinson;18197
La Paloma y Tomkinson;32197
Aguada;75000
Aguada;60220
Casabo y Pajas Blancas;2400
Casabo y Pajas Blancas;82618
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Pque. Batlle y V. Dolores;110000
Pque. Batlle y V. Dolores;0
Palermo;32288
Palermo;29788
Palermo;6000
Pque. Batlle y V. Dolores;27288
Pque. Batlle y V. Dolores;40788
Pque. Batlle y V. Dolores;5000
Larranaga;54000
Larranaga;12000
Malvin Norte;12000
Malvin Norte;40000
Paso de la Arena;12000
Paso de la Arena;19000
La Paloma y Tomkinson;2400
La Paloma y Tomkinson;7203
La Paloma y Tomkinson;0
Paso de la Arena;52118
Paso de la Arena;27618
Paso de la Arena;11118
Paso de la Arena;0
Sayago;49030
Sayago;23180
Union;17000
Union;21989
Jardines del Hipodromo;8900
Jardines del Hipodromo;0
Jardines del Hipodromo;0
La Blanqueada;50214
La Blanqueada;34214
Cerro;23000
Maronas y Parque Guarani;52193
Maronas y Parque Guarani;27993
Tres Ombues y Victoria;37000
Manga;7200
Manga;14124
Manga;0
Manga;0
Palermo;117180
Pque. Batlle y V. Dolores;13271
Casavalle;3016
Casavalle;1508
Barrio Sur;101333 y3333
Capurro y Bella Vista;23000
Capurro y Bella Vista;0
Colon Sureste y Abayuba;89689
Colon Sureste y Abayuba;112189
Colon Sureste y Abayuba;0
Colon Sureste y Abayuba;0
Colon Sureste y Abayuba;0
Buceo;46064
Buceo;0
Aires Puros;23189
Pocitos;2197
Cerro;87420
Cerro;45220
Cerro;15000
Cerro;0
Las Canteras;0
Las Canteras;17000
Las Acacias;13000
Las Acacias;16197
Las Acacias;20000
Castro y P. Castellanos;41271
Castro y P. Castellanos;85271
Castro y P. Castellanos;0
Castro y P. Castellanos;0
Castro y P. Castellanos;0
Las Canteras;171437 y6667
Las Canteras;0
Las Canteras;64271
Cerro;35400
Cerro;0
Malvin;48288
Malvin;0
Jardines del Hipodromo;17800
Villa Espanola;47118
Villa Espanola;32118
Pocitos;70000
Pocitos;0
Pocitos;40189
Aguada;56088
Aguada;0
Malvin;33500
Malvin;25193
Manga;4000
Pocitos;12900
Pocitos;94000
La Comercial;120000
La Comercial;25271
La Comercial;0
Paso de la Arena;27262
Paso de la Arena;20262
Paso de la Arena;22262
Paso de la Arena;17262
Paso de la Arena;16740
Paso de la Arena;20000
Paso de la Arena;0
Conciliacion;20118
Conciliacion;25000
Conciliacion;0
Manga y Toledo Chico;17200
Manga y Toledo Chico;11600
Conciliacion;11000
Conciliacion;32271
Malvin;22500
Pocitos;43762
Pocitos;56762
Malvin Norte;88000
Carrasco;302288
Carrasco;68288
Carrasco;32288
Carrasco;0
Casabo y Pajas Blancas;10648
Casabo y Pajas Blancas;10000
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
La Figurita;59941
Malvin;96158
Malvin;25000
Malvin;0
Malvin;0
Cordon;75443
Cordon;37193
Pocitos;27500
Union;19271
Union;0
Pocitos;53220
Pocitos;30000
Pocitos;23208
Parque Rodo;62457
Punta Carretas;70000
Punta Carretas;32048
Punta Carretas;4000
La Blanqueada;24000
Cerro;24788
Cerro;32201
Cerro;0
Malvin Norte;14520
Malvin Norte;47220
Malvin Norte;0
Casavalle;16000
Buceo;30000
Buceo;32262
Paso de la Arena;0
Paso de la Arena;16000
Paso de la Arena;0
Paso de la Arena;0
Colon Sureste y Abayuba;19000
Colon Sureste y Abayuba;0
Colon Sureste y Abayuba;21228
Las Canteras;0
Las Canteras;0
La Figurita;17000
Colon Centro y Noroeste;20462
Colon Centro y Noroeste;32662
Colon Centro y Noroeste;15870
Colon Centro y Noroeste;8000
Reducto;136498
Reducto;89498
Reducto;0
Tres Cruces;23718
Tres Cruces;39118
Tres Cruces;310526 y3333
Tres Cruces;287193
Aguada;121271
Aguada;50000
Tres Cruces;63030 y33333
Tres Cruces;2197
Tres Cruces;0
Tres Cruces;0
Aguada;64854 y33333
Aguada;65187 y66667
Larranaga;24180
Larranaga;52572
Ciudad Vieja;65000
Belvedere;0
Belvedere;15000
Belvedere;4615
Belvedere;0
Pocitos;30000
Pocitos;52220
Pocitos;152220
Buceo;67288
Buceo;188121 y3333
Buceo;0
Buceo;0
Piedras Blancas;10000
Piedras Blancas;10000
La Paloma y Tomkinson;20000
Penarol y Lavalleja;38180
Penarol y Lavalleja;33180
Penarol y Lavalleja;0
Atahualpa;50000
Atahualpa;50000
Ciudad Vieja;54918
Ciudad Vieja;20118
Ciudad Vieja;0
Ciudad Vieja;0
Paso de las Duranas;83193
Paso de las Duranas;74526 y33333
Paso de las Duranas;22000
Paso de las Duranas;0
Union;27214
Union;52214
Centro;42197
Lezica y Melilla;0
Colon Centro y Noroeste;36084
Colon Centro y Noroeste;0
Colon Centro y Noroeste;0
Colon Centro y Noroeste;0
Las Acacias;84214
Las Acacias;0
Las Acacias;0
Las Acacias;0
Paso de las Duranas;54020
Tres Ombues y Victoria;14420
Tres Ombues y Victoria;17000
Tres Ombues y Victoria;0
Punta Gorda;9300
Centro;12138
Belvedere;12200
Pque. Batlle y V. Dolores;32214
Pocitos;87000
Pocitos;0
Pocitos;26197
Pocitos;48288
Pocitos;32288
La Paloma y Tomkinson;34000
La Teja;60000
La Teja;0
La Teja;4800
Punta Carretas;67288
Punta Carretas;2288
Punta Carretas;0
Punta Carretas;0
Pque. Batlle y V. Dolores;48000
Colon Centro y Noroeste;15000
Colon Centro y Noroeste;4400
Colon Centro y Noroeste;0
Colon Centro y Noroeste;0
Villa Garcia y Manga Rur.;37196
Villa Garcia y Manga Rur.;35871
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Tres Cruces;67288
Tres Cruces;0
Tres Cruces;0
Parque Rodo;33262
Parque Rodo;0
Parque Rodo;0
Aguada;38093
Aguada;10000
Malvin Norte;34193
Malvin Norte;57193
Malvin Norte;0
Cordon;114262 y3333
Cordon;153189
Union;35995
Union;0
Union;0
Banados de Carrasco;0
Banados de Carrasco;11000
Banados de Carrasco;0
Mercado Modelo y Bolivar;83180
Mercado Modelo y Bolivar;26380
Mercado Modelo y Bolivar;26180
Pocitos;37180
Pocitos;42180
Union;36800
Union;5000
Penarol y Lavalleja;35276
Penarol y Lavalleja;12000
Pocitos;27000
Pocitos;11500
Pocitos;48000
Punta Carretas;159000
Punta Carretas;0
Castro y P. Castellanos;14000
Castro y P. Castellanos;11000
Union;67220
Union;0
Union;0
Cerrito;12000
Cerrito;43271
Cerrito;0
Cerrito;0
Cerrito;5000
Cerrito;0
Cerrito;0
Cerrito;0
Ituzaingo;52918
Ituzaingo;26118
Carrasco;128333 y3333
Carrasco;93859 y66667
Carrasco;0
Carrasco;0
Prado y Nueva Savona;54193
Prado y Nueva Savona;60000
Prado y Nueva Savona;0
Prado y Nueva Savona;42193
Pta. Rieles y Bella Italia;26271
Pta. Rieles y Bella Italia;22906
Pta. Rieles y Bella Italia;20493
Piedras Blancas;18000
Castro y P. Castellanos;20000
Castro y P. Castellanos;7000
Castro y P. Castellanos;0
Castro y P. Castellanos;0
Castro y P. Castellanos;0
Carrasco;231386 y6667
Carrasco;92220
Carrasco;92220
Carrasco;3000
Carrasco;0
Pocitos;0
Pocitos;39180
Conciliacion;18400
Conciliacion;0
Conciliacion;0
Punta Gorda;119666 y6667
Punta Gorda;50000
Brazo Oriental;50125
Brazo Oriental;0
Brazo Oriental;72532 y33333
Malvin;59220
Buceo;60000
Buceo;17000
Buceo;0
Villa Garcia y Manga Rur.;12000
Carrasco Norte;81220
Carrasco Norte;33500
Maronas y Parque Guarani;56000
Cordon;23500
Cordon;3000
Carrasco Norte;43200
Malvin;14500
Malvin;80000
Paso de la Arena;20828
Paso de la Arena;0
Centro;37720
Castro y P. Castellanos;38100
Penarol y Lavalleja;2500
Penarol y Lavalleja;20000
Penarol y Lavalleja;0
La Figurita;35193
La Figurita;48693
La Figurita;29233
La Figurita;34000
Paso de las Duranas;35000
Paso de las Duranas;18271
Paso de las Duranas;0
Paso de las Duranas;0
Piedras Blancas;22688
Piedras Blancas;18288
Piedras Blancas;0
Piedras Blancas;0
Piedras Blancas;0
Piedras Blancas;0
Punta Carretas;113271
Punta Carretas;32271
Capurro y Bella Vista;38214
Capurro y Bella Vista;50214
Capurro y Bella Vista;0
Capurro y Bella Vista;0
Cordon;50118
Las Acacias;31187
Las Acacias;31801
Las Acacias;0
Las Acacias;0
Centro;74800
Pque. Batlle y V. Dolores;48288
Pque. Batlle y V. Dolores;11788
Pque. Batlle y V. Dolores;0
Paso de las Duranas;48828
Paso de las Duranas;0
Paso de las Duranas;35071
Pocitos;47471
Pocitos;0
Pocitos;2271
Pocitos;2271
Pque. Batlle y V. Dolores;12000
Palermo;67271
Palermo;0
Palermo;28271
Villa Garcia y Manga Rur.;49900
Villa Garcia y Manga Rur.;2600
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
La Teja;23000
Jardines del Hipodromo;5308
Buceo;18000
Parque Rodo;58000
Parque Rodo;28000
Ciudad Vieja;35000
Pocitos;57288
Pocitos;104788
Buceo;25538
Flor de Maronas;42271
Flor de Maronas;0
Parque Rodo;25000
Cerrito;37000
Cerrito;0
Cerrito;49000
Punta Gorda;53000
Punta Gorda;90000
Nuevo Paris;22000
Nuevo Paris;15489
Nuevo Paris;0
Nuevo Paris;0
Belvedere;30000
Belvedere;35288
Belvedere;13200
Belvedere;4500
Belvedere;12082
Paso de las Duranas;92988
Paso de las Duranas;51118
Paso de las Duranas;0
Paso de las Duranas;0
Belvedere;23000
Belvedere;32000
La Teja;40271
La Teja;16271
La Teja;24811
La Teja;0
Malvin;120000
Colon Centro y Noroeste;10000
Colon Centro y Noroeste;27189
Castro y P. Castellanos;34288
Castro y P. Castellanos;29288
Castro y P. Castellanos;0
Punta Carretas;0
Punta Carretas;0
Malvin;80000
Malvin;22000
Malvin;0
Flor de Maronas;48000
Nuevo Paris;1000
Pocitos;24788
Aires Puros;28857
Punta Carretas;111928 y6667
Prado y Nueva Savona;68472 y33333
Pocitos;10500
Pocitos;51271
Pocitos;38271
Pque. Batlle y V. Dolores;178943
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;0
Ituzaingo;21000
Ituzaingo;10000
Ituzaingo;0
Brazo Oriental;11700
Brazo Oriental;23500
Villa Espanola;0
Villa Espanola;22000
Buceo;74000
Villa Garcia y Manga Rur.;14000
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;32288
Villa Garcia y Manga Rur.;19288
Villa Garcia y Manga Rur.;0
Manga y Toledo Chico;11700
Aires Puros;13000
Aires Puros;30000
Centro;48854
Carrasco;61000
Carrasco;158720
Carrasco;0
Carrasco;0
Carrasco;0
Larranaga;53000
Larranaga;57041
Larranaga;45118
Larranaga;0
Sayago;11950
Pque. Batlle y V. Dolores;31862
Pque. Batlle y V. Dolores;65262
Manga;47000
Manga;14400
Carrasco;150624
Union;122973
Union;63030 y33333
Union;37000
La Blanqueada;90771 y33333
Casabo y Pajas Blancas;56000
Casabo y Pajas Blancas;6008
Casabo y Pajas Blancas;47220
Tres Ombues y Victoria;28262
Tres Ombues y Victoria;0
Tres Ombues y Victoria;0
Pque. Batlle y V. Dolores;22271
Pque. Batlle y V. Dolores;60271
Pque. Batlle y V. Dolores;0
Tres Ombues y Victoria;32000
Tres Ombues y Victoria;75845 y33333
Pta. Rieles y Bella Italia;27112
Pta. Rieles y Bella Italia;14990
Pta. Rieles y Bella Italia;0
Tres Ombues y Victoria;57498
Tres Ombues y Victoria;26118
Casavalle;45262
Casavalle;1600
Casavalle;11800
Casavalle;0
Larranaga;74354 y33333
Larranaga;72271
Larranaga;5000
Belvedere;28000
Jardines del Hipodromo;30554
Jardines del Hipodromo;0
Jardines del Hipodromo;0
Paso de la Arena;19000
Lezica y Melilla;15000
Lezica y Melilla;57439
Manga;0
Manga;38714
Manga;0
Manga;0
La Blanqueada;160105 y6667
La Blanqueada;23189
La Blanqueada;0
La Blanqueada;0
La Blanqueada;0
Pocitos;129697
Pocitos;47197
Pocitos;0
Pocitos;0
Pocitos;0
Pocitos;0
Pocitos;52700
Punta Gorda;2000
Punta Gorda;55000
Malvin;0
Malvin;123000
Malvin;0
Reducto;27000
Las Acacias;13800
Las Acacias;11600
La Figurita;23714
Larranaga;50145
Centro;92180
Parque Rodo;60583 y33333
Parque Rodo;34420
Cordon;18414
Conciliacion;20000
Punta Carretas;48000
Pta. Rieles y Bella Italia;40271
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;19471
Pocitos;39788
Pocitos;27088
Pocitos;0
Malvin;9288
Malvin;18812
Malvin;0
Manga;40000
Manga;23220
Manga;0
Manga;0
Manga y Toledo Chico;30000
Buceo;11200
Buceo;20800
Belvedere;24037
Belvedere;65954 y66667
Larranaga;46214
Larranaga;0
Mercado Modelo y Bolivar;53618
Mercado Modelo y Bolivar;26918
Mercado Modelo y Bolivar;0
Mercado Modelo y Bolivar;0
Penarol y Lavalleja;2800
Penarol y Lavalleja;34130
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Penarol y Lavalleja;0
La Comercial;11680
La Comercial;32180
La Comercial;0
Cordon;56288
Pque. Batlle y V. Dolores;70000
Pque. Batlle y V. Dolores;32197
Punta Carretas;123220
Punta Carretas;325220
Punta Carretas;0
Punta Carretas;0
Malvin;58697
Malvin;37197
Cordon;17262
Cordon;0
Pta. Rieles y Bella Italia;5000
Pta. Rieles y Bella Italia;22000
Pta. Rieles y Bella Italia;24271
Pta. Rieles y Bella Italia;0
Carrasco Norte;30000
Carrasco Norte;40193
Carrasco Norte;34693
Carrasco Norte;0
Pocitos;50000
Ituzaingo;62618
Ituzaingo;59118
Ituzaingo;0
Ituzaingo;0
La Figurita;10000
Pque. Batlle y V. Dolores;42271
Pque. Batlle y V. Dolores;0
Casavalle;10000
Casavalle;10000
Casavalle;9000
Aguada;45689
Las Canteras;20000
La Comercial;23180
La Comercial;0
La Comercial;0
Union;70897
Union;83928 y66667
Union;0
Union;0
Colon Centro y Noroeste;25000
Colon Centro y Noroeste;33310
Colon Centro y Noroeste;0
Colon Centro y Noroeste;2000
Colon Centro y Noroeste;0
Colon Centro y Noroeste;0
Cerrito;4350
Cerrito;36754
Cerrito;7200
Cerrito;0
Cerrito;0
Casabo y Pajas Blancas;24220
Casabo y Pajas Blancas;1400
Casabo y Pajas Blancas;2220
Pocitos;34000
Parque Rodo;2220
Sayago;11900
Sayago;49000
Colon Centro y Noroeste;47447
Colon Centro y Noroeste;16800
Cordon;24788
Cordon;0
Prado y Nueva Savona;97714
Prado y Nueva Savona;62214
Buceo;23989
Buceo;24189
Buceo;0
Buceo;0
Las Acacias;17300
Las Acacias;0
Las Acacias;1500
Las Acacias;3000
Las Acacias;0
Las Acacias;0
Ituzaingo;24100
Castro y P. Castellanos;29237
Castro y P. Castellanos;17189
Nuevo Paris;30000
Pque. Batlle y V. Dolores;16908
Cerrito;15500
Cerrito;18065
Prado y Nueva Savona;72118
Las Canteras;46214
Las Canteras;0
Las Canteras;0
Las Canteras;0
Pocitos;72197
Pocitos;82197
Pocitos;20000
Prado y Nueva Savona;83483
Prado y Nueva Savona;43628
Colon Sureste y Abayuba;26089
Colon Sureste y Abayuba;0
Colon Sureste y Abayuba;7100
Colon Sureste y Abayuba;24789
Colon Sureste y Abayuba;0
Colon Sureste y Abayuba;2730 y5
Colon Sureste y Abayuba;0
Colon Sureste y Abayuba;0
Pocitos;53150
Pocitos;53150
Pocitos;28262
Pocitos;17262
Pocitos;0
Nuevo Paris;31579
Nuevo Paris;1600
Nuevo Paris;0
Nuevo Paris;0
Mercado Modelo y Bolivar;0
Mercado Modelo y Bolivar;75288
Mercado Modelo y Bolivar;0
Mercado Modelo y Bolivar;0
Paso de la Arena;20000
Punta Carretas;110000
Flor de Maronas;5171
Flor de Maronas;32271
Flor de Maronas;0
Cerrito;72220
Cerrito;0
Cerrito;7000
La Blanqueada;51000
La Blanqueada;0
La Blanqueada;54118
La Blanqueada;0
La Blanqueada;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;20360
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
